country,country_id,year,type_of_violence,events_count,total,share
Bangladesh,771,2017,1,22,23,0.9565217391304348
Bangladesh,771,2017,3,1,23,0.043478260869565216
Bangladesh,771,2018,1,1,20,0.05
Bangladesh,771,2018,2,16,20,0.8
Bangladesh,771,2018,3,3,20,0.15
Bangladesh,771,2019,1,2,3,0.6666666666666666
Bangladesh,771,2019,3,1,3,0.3333333333333333
Bangladesh,771,2020,1,3,5,0.6
Bangladesh,771,2020,3,2,5,0.4
Bangladesh,771,2021,2,2,3,0.6666666666666666
Bangladesh,771,2021,3,1,3,0.3333333333333333
Bangladesh,771,2022,1,3,9,0.3333333333333333
Bangladesh,771,2022,3,6,9,0.6666666666666666
Bangladesh,771,2023,2,2,11,0.18181818181818182
Bangladesh,771,2023,3,9,11,0.8181818181818182
Bangladesh,771,2024,1,1,54,0.018518518518518517
Bangladesh,771,2024,2,40,54,0.7407407407407407
Bangladesh,771,2024,3,13,54,0.24074074074074073
Myanmar (Burma),775,1989,1,33,37,0.8918918918918919
Myanmar (Burma),775,1989,3,4,37,0.10810810810810811
Myanmar (Burma),775,1990,1,19,32,0.59375
Myanmar (Burma),775,1990,2,4,32,0.125
Myanmar (Burma),775,1990,3,9,32,0.28125
Myanmar (Burma),775,1991,1,21,32,0.65625
Myanmar (Burma),775,1991,2,2,32,0.0625
Myanmar (Burma),775,1991,3,9,32,0.28125
Myanmar (Burma),775,1992,1,31,45,0.6888888888888889
Myanmar (Burma),775,1992,3,14,45,0.3111111111111111
Myanmar (Burma),775,1993,1,8,12,0.6666666666666666
Myanmar (Burma),775,1993,3,4,12,0.3333333333333333
Myanmar (Burma),775,1994,1,39,83,0.46987951807228917
Myanmar (Burma),775,1994,2,2,83,0.024096385542168676
Myanmar (Burma),775,1994,3,42,83,0.5060240963855421
Myanmar (Burma),775,1995,1,23,89,0.25842696629213485
Myanmar (Burma),775,1995,2,5,89,0.056179775280898875
Myanmar (Burma),775,1995,3,61,89,0.6853932584269663
Myanmar (Burma),775,1996,1,24,79,0.3037974683544304
Myanmar (Burma),775,1996,2,6,79,0.0759493670886076
Myanmar (Burma),775,1996,3,49,79,0.620253164556962
Myanmar (Burma),775,1997,1,11,88,0.125
Myanmar (Burma),775,1997,3,77,88,0.875
Myanmar (Burma),775,1998,1,8,125,0.064
Myanmar (Burma),775,1998,2,7,125,0.056
Myanmar (Burma),775,1998,3,110,125,0.88
Myanmar (Burma),775,1999,1,9,129,0.06976744186046512
Myanmar (Burma),775,1999,2,1,129,0.007751937984496124
Myanmar (Burma),775,1999,3,119,129,0.9224806201550387
Myanmar (Burma),775,2000,1,16,173,0.09248554913294797
Myanmar (Burma),775,2000,2,1,173,0.005780346820809248
Myanmar (Burma),775,2000,3,156,173,0.9017341040462428
Myanmar (Burma),775,2001,1,24,93,0.25806451612903225
Myanmar (Burma),775,2001,2,7,93,0.07526881720430108
Myanmar (Burma),775,2001,3,62,93,0.6666666666666666
Myanmar (Burma),775,2002,1,42,100,0.42
Myanmar (Burma),775,2002,3,58,100,0.58
Myanmar (Burma),775,2003,1,9,65,0.13846153846153847
Myanmar (Burma),775,2003,2,1,65,0.015384615384615385
Myanmar (Burma),775,2003,3,55,65,0.8461538461538461
Myanmar (Burma),775,2004,1,18,84,0.21428571428571427
Myanmar (Burma),775,2004,3,66,84,0.7857142857142857
Myanmar (Burma),775,2005,1,18,81,0.2222222222222222
Myanmar (Burma),775,2005,2,6,81,0.07407407407407407
Myanmar (Burma),775,2005,3,57,81,0.7037037037037037
Myanmar (Burma),775,2006,1,29,113,0.25663716814159293
Myanmar (Burma),775,2006,2,1,113,0.008849557522123894
Myanmar (Burma),775,2006,3,83,113,0.7345132743362832
Myanmar (Burma),775,2007,1,31,177,0.1751412429378531
Myanmar (Burma),775,2007,2,13,177,0.07344632768361582
Myanmar (Burma),775,2007,3,133,177,0.751412429378531
Myanmar (Burma),775,2008,1,14,65,0.2153846153846154
Myanmar (Burma),775,2008,2,1,65,0.015384615384615385
Myanmar (Burma),775,2008,3,50,65,0.7692307692307693
Myanmar (Burma),775,2009,1,21,35,0.6
Myanmar (Burma),775,2009,3,14,35,0.4
Myanmar (Burma),775,2010,1,33,50,0.66
Myanmar (Burma),775,2010,3,17,50,0.34
Myanmar (Burma),775,2011,1,207,265,0.7811320754716982
Myanmar (Burma),775,2011,3,58,265,0.2188679245283019
Myanmar (Burma),775,2012,1,50,77,0.6493506493506493
Myanmar (Burma),775,2012,2,10,77,0.12987012987012986
Myanmar (Burma),775,2012,3,17,77,0.22077922077922077
Myanmar (Burma),775,2013,1,62,86,0.7209302325581395
Myanmar (Burma),775,2013,2,8,86,0.09302325581395349
Myanmar (Burma),775,2013,3,16,86,0.18604651162790697
Myanmar (Burma),775,2014,1,29,35,0.8285714285714286
Myanmar (Burma),775,2014,2,2,35,0.05714285714285714
Myanmar (Burma),775,2014,3,4,35,0.11428571428571428
Myanmar (Burma),775,2015,1,179,198,0.9040404040404041
Myanmar (Burma),775,2015,3,19,198,0.09595959595959595
Myanmar (Burma),775,2016,1,41,57,0.7192982456140351
Myanmar (Burma),775,2016,3,16,57,0.2807017543859649
Myanmar (Burma),775,2017,1,40,88,0.45454545454545453
Myanmar (Burma),775,2017,3,48,88,0.5454545454545454
Myanmar (Burma),775,2018,1,67,71,0.9436619718309859
Myanmar (Burma),775,2018,3,4,71,0.056338028169014086
Myanmar (Burma),775,2019,1,136,148,0.918918918918919
Myanmar (Burma),775,2019,3,12,148,0.08108108108108109
Myanmar (Burma),775,2020,1,70,77,0.9090909090909091
Myanmar (Burma),775,2020,3,7,77,0.09090909090909091
Myanmar (Burma),775,2021,1,539,857,0.6289381563593932
Myanmar (Burma),775,2021,3,318,857,0.3710618436406068
Myanmar (Burma),775,2022,1,1262,1549,0.8147191736604261
Myanmar (Burma),775,2022,2,1,1549,6.455777921239509e-4
Myanmar (Burma),775,2022,3,286,1549,0.18463524854744998
Myanmar (Burma),775,2023,1,1803,2085,0.8647482014388489
Myanmar (Burma),775,2023,3,282,2085,0.13525179856115108
Myanmar (Burma),775,2024,1,931,1096,0.8494525547445255
Myanmar (Burma),775,2024,3,165,1096,0.15054744525547445
Sri Lanka,780,1989,1,113,192,0.5885416666666666
Sri Lanka,780,1989,2,9,192,0.046875
Sri Lanka,780,1989,3,70,192,0.3645833333333333
Sri Lanka,780,1990,1,197,244,0.8073770491803278
Sri Lanka,780,1990,2,3,244,0.012295081967213115
Sri Lanka,780,1990,3,44,244,0.18032786885245902
Sri Lanka,780,1991,1,299,316,0.9462025316455697
Sri Lanka,780,1991,3,17,316,0.05379746835443038
Sri Lanka,780,1992,1,166,180,0.9222222222222223
Sri Lanka,780,1992,3,14,180,0.07777777777777778
Sri Lanka,780,1993,1,107,111,0.963963963963964
Sri Lanka,780,1993,3,4,111,0.036036036036036036
Sri Lanka,780,1994,1,65,80,0.8125
Sri Lanka,780,1994,2,10,80,0.125
Sri Lanka,780,1994,3,5,80,0.0625
Sri Lanka,780,1995,1,238,252,0.9444444444444444
Sri Lanka,780,1995,3,14,252,0.05555555555555555
Sri Lanka,780,1996,1,109,120,0.9083333333333333
Sri Lanka,780,1996,3,11,120,0.09166666666666666
Sri Lanka,780,1997,1,129,135,0.9555555555555556
Sri Lanka,780,1997,3,6,135,0.044444444444444446
Sri Lanka,780,1998,1,172,179,0.9608938547486033
Sri Lanka,780,1998,3,7,179,0.03910614525139665
Sri Lanka,780,1999,1,174,184,0.9456521739130435
Sri Lanka,780,1999,2,3,184,0.016304347826086956
Sri Lanka,780,1999,3,7,184,0.03804347826086957
Sri Lanka,780,2000,1,166,177,0.9378531073446328
Sri Lanka,780,2000,3,11,177,0.062146892655367235
Sri Lanka,780,2001,1,129,136,0.9485294117647058
Sri Lanka,780,2001,3,7,136,0.051470588235294115
Sri Lanka,780,2002,1,3,5,0.6
Sri Lanka,780,2002,2,1,5,0.2
Sri Lanka,780,2002,3,1,5,0.2
Sri Lanka,780,2003,1,9,23,0.391304347826087
Sri Lanka,780,2003,2,1,23,0.043478260869565216
Sri Lanka,780,2003,3,13,23,0.5652173913043478
Sri Lanka,780,2004,1,12,36,0.3333333333333333
Sri Lanka,780,2004,2,19,36,0.5277777777777778
Sri Lanka,780,2004,3,5,36,0.1388888888888889
Sri Lanka,780,2005,1,40,83,0.4819277108433735
Sri Lanka,780,2005,2,26,83,0.3132530120481928
Sri Lanka,780,2005,3,17,83,0.20481927710843373
Sri Lanka,780,2006,1,196,229,0.8558951965065502
Sri Lanka,780,2006,2,13,229,0.056768558951965066
Sri Lanka,780,2006,3,20,229,0.08733624454148471
Sri Lanka,780,2007,1,456,488,0.9344262295081968
Sri Lanka,780,2007,2,3,488,0.006147540983606557
Sri Lanka,780,2007,3,29,488,0.05942622950819672
Sri Lanka,780,2008,1,992,1016,0.9763779527559056
Sri Lanka,780,2008,2,2,1016,0.001968503937007874
Sri Lanka,780,2008,3,22,1016,0.021653543307086614
Sri Lanka,780,2009,1,356,387,0.9198966408268734
Sri Lanka,780,2009,2,2,387,0.00516795865633075
Sri Lanka,780,2009,3,29,387,0.07493540051679587
Sri Lanka,780,2011,3,2,2,1
Sri Lanka,780,2013,3,1,1,1
Sri Lanka,780,2017,3,1,1,1
Sri Lanka,780,2019,3,4,4,1
Nepal,790,1990,3,9,9,1
Nepal,790,1991,3,1,1,1
Nepal,790,1992,3,1,1,1
Nepal,790,1993,3,3,3,1
Nepal,790,1994,3,1,1,1
Nepal,790,1995,3,1,1,1
Nepal,790,1996,1,32,53,0.6037735849056604
Nepal,790,1996,3,21,53,0.39622641509433965
Nepal,790,1997,1,31,37,0.8378378378378378
Nepal,790,1997,3,6,37,0.16216216216216217
Nepal,790,1998,1,164,218,0.7522935779816514
Nepal,790,1998,3,54,218,0.24770642201834864
Nepal,790,1999,1,135,244,0.5532786885245902
Nepal,790,1999,3,109,244,0.44672131147540983
Nepal,790,2000,1,111,186,0.5967741935483871
Nepal,790,2000,3,75,186,0.4032258064516129
Nepal,790,2001,1,115,229,0.5021834061135371
Nepal,790,2001,3,114,229,0.4978165938864629
Nepal,790,2002,1,1256,1531,0.8203788373612019
Nepal,790,2002,3,275,1531,0.17962116263879818
Nepal,790,2003,1,529,885,0.5977401129943503
Nepal,790,2003,3,356,885,0.40225988700564974
Nepal,790,2004,1,836,1360,0.6147058823529412
Nepal,790,2004,3,524,1360,0.38529411764705884
Nepal,790,2005,1,374,649,0.576271186440678
Nepal,790,2005,3,275,649,0.423728813559322
Nepal,790,2006,1,116,215,0.5395348837209303
Nepal,790,2006,3,99,215,0.4604651162790698
Nepal,790,2007,2,4,20,0.2
Nepal,790,2007,3,16,20,0.8
Nepal,790,2008,3,9,9,1
Nepal,790,2009,1,2,2,1
Nepal,790,2022,3,1,1,1
Thailand,800,1989,1,1,3,0.3333333333333333
Thailand,800,1989,3,2,3,0.6666666666666666
Thailand,800,1990,1,3,4,0.75
Thailand,800,1990,3,1,4,0.25
Thailand,800,1991,2,1,1,1
Thailand,800,1992,3,1,1,1
Thailand,800,1993,3,2,2,1
Thailand,800,1994,1,1,1,1
Thailand,800,1995,1,5,7,0.7142857142857143
Thailand,800,1995,2,1,7,0.14285714285714285
Thailand,800,1995,3,1,7,0.14285714285714285
Thailand,800,1996,2,1,1,1
Thailand,800,1997,1,1,3,0.3333333333333333
Thailand,800,1997,3,2,3,0.6666666666666666
Thailand,800,1998,1,4,4,1
Thailand,800,1999,3,1,1,1
Thailand,800,2000,1,1,1,1
Thailand,800,2001,1,3,3,1
Thailand,800,2002,1,1,1,1
Thailand,800,2003,1,16,16,1
Thailand,800,2004,1,66,126,0.5238095238095238
Thailand,800,2004,3,60,126,0.47619047619047616
Thailand,800,2005,1,175,434,0.4032258064516129
Thailand,800,2005,3,259,434,0.5967741935483871
Thailand,800,2006,1,160,445,0.3595505617977528
Thailand,800,2006,3,285,445,0.6404494382022472
Thailand,800,2007,1,124,367,0.33787465940054495
Thailand,800,2007,3,243,367,0.662125340599455
Thailand,800,2008,1,93,224,0.41517857142857145
Thailand,800,2008,3,131,224,0.5848214285714286
Thailand,800,2009,1,78,169,0.46153846153846156
Thailand,800,2009,3,91,169,0.5384615384615384
Thailand,800,2010,1,60,157,0.3821656050955414
Thailand,800,2010,3,97,157,0.6178343949044586
Thailand,800,2011,1,102,177,0.576271186440678
Thailand,800,2011,3,75,177,0.423728813559322
Thailand,800,2012,1,78,141,0.5531914893617021
Thailand,800,2012,3,63,141,0.44680851063829785
Thailand,800,2013,1,96,136,0.7058823529411765
Thailand,800,2013,3,40,136,0.29411764705882354
Thailand,800,2014,1,40,71,0.5633802816901409
Thailand,800,2014,3,31,71,0.43661971830985913
Thailand,800,2015,1,34,55,0.6181818181818182
Thailand,800,2015,3,21,55,0.38181818181818183
Thailand,800,2016,1,34,49,0.6938775510204082
Thailand,800,2016,3,15,49,0.30612244897959184
Thailand,800,2017,1,23,27,0.8518518518518519
Thailand,800,2017,3,4,27,0.14814814814814814
Thailand,800,2018,1,24,40,0.6
Thailand,800,2018,3,16,40,0.4
Thailand,800,2019,1,24,27,0.8888888888888888
Thailand,800,2019,3,3,27,0.1111111111111111
Thailand,800,2020,1,32,33,0.9696969696969697
Thailand,800,2020,3,1,33,0.030303030303030304
Thailand,800,2021,1,27,28,0.9642857142857143
Thailand,800,2021,3,1,28,0.03571428571428571
Thailand,800,2022,1,21,26,0.8076923076923077
Thailand,800,2022,3,5,26,0.19230769230769232
Thailand,800,2023,1,22,25,0.88
Thailand,800,2023,3,3,25,0.12
Thailand,800,2024,1,26,32,0.8125
Thailand,800,2024,3,6,32,0.1875
Cambodia (Kampuchea),811,1989,1,43,43,1
Cambodia (Kampuchea),811,1990,1,22,25,0.88
Cambodia (Kampuchea),811,1990,3,3,25,0.12
Cambodia (Kampuchea),811,1991,1,15,18,0.8333333333333334
Cambodia (Kampuchea),811,1991,3,3,18,0.16666666666666666
Cambodia (Kampuchea),811,1992,1,6,17,0.35294117647058826
Cambodia (Kampuchea),811,1992,3,11,17,0.6470588235294118
Cambodia (Kampuchea),811,1993,1,41,82,0.5
Cambodia (Kampuchea),811,1993,3,41,82,0.5
Cambodia (Kampuchea),811,1994,1,51,73,0.6986301369863014
Cambodia (Kampuchea),811,1994,3,22,73,0.3013698630136986
Cambodia (Kampuchea),811,1995,1,96,100,0.96
Cambodia (Kampuchea),811,1995,3,4,100,0.04
Cambodia (Kampuchea),811,1996,1,83,89,0.9325842696629213
Cambodia (Kampuchea),811,1996,3,6,89,0.06741573033707865
Cambodia (Kampuchea),811,1997,1,46,50,0.92
Cambodia (Kampuchea),811,1997,3,4,50,0.08
Cambodia (Kampuchea),811,1998,1,30,35,0.8571428571428571
Cambodia (Kampuchea),811,1998,3,5,35,0.14285714285714285
Cambodia (Kampuchea),811,1999,3,1,1,1
Cambodia (Kampuchea),811,2000,3,4,4,1
Cambodia (Kampuchea),811,2003,3,1,1,1
Cambodia (Kampuchea),811,2007,3,1,1,1
Cambodia (Kampuchea),811,2008,1,1,1,1
Cambodia (Kampuchea),811,2009,1,1,1,1
Cambodia (Kampuchea),811,2011,1,3,3,1
Cambodia (Kampuchea),811,2012,3,2,2,1
Laos,812,1989,1,1,1,1
Laos,812,1990,1,5,6,0.8333333333333334
Laos,812,1990,3,1,6,0.16666666666666666
Laos,812,1993,3,1,1,1
Laos,812,1997,3,1,1,1
Laos,812,1999,3,1,1,1
Laos,812,2000,1,1,2,0.5
Laos,812,2000,3,1,2,0.5
Laos,812,2002,3,2,2,1
Laos,812,2003,3,3,3,1
Laos,812,2004,3,3,3,1
Laos,812,2006,3,4,4,1
Malaysia,820,2013,1,13,14,0.9285714285714286
Malaysia,820,2013,3,1,14,0.07142857142857142
Malaysia,820,2017,1,1,1,1
Philippines,840,1989,1,109,136,0.8014705882352942
Philippines,840,1989,3,27,136,0.19852941176470587
Philippines,840,1990,1,101,128,0.7890625
Philippines,840,1990,3,27,128,0.2109375
Philippines,840,1991,1,96,113,0.8495575221238938
Philippines,840,1991,3,17,113,0.1504424778761062
Philippines,840,1992,1,51,59,0.864406779661017
Philippines,840,1992,3,8,59,0.13559322033898305
Philippines,840,1993,1,31,45,0.6888888888888889
Philippines,840,1993,2,6,45,0.13333333333333333
Philippines,840,1993,3,8,45,0.17777777777777778
Philippines,840,1994,1,30,40,0.75
Philippines,840,1994,2,2,40,0.05
Philippines,840,1994,3,8,40,0.2
Philippines,840,1995,1,13,18,0.7222222222222222
Philippines,840,1995,3,5,18,0.2777777777777778
Philippines,840,1996,1,23,26,0.8846153846153846
Philippines,840,1996,3,3,26,0.11538461538461539
Philippines,840,1997,1,33,40,0.825
Philippines,840,1997,3,7,40,0.175
Philippines,840,1998,1,18,23,0.782608695652174
Philippines,840,1998,2,1,23,0.043478260869565216
Philippines,840,1998,3,4,23,0.17391304347826086
Philippines,840,1999,1,44,48,0.9166666666666666
Philippines,840,1999,2,1,48,0.020833333333333332
Philippines,840,1999,3,3,48,0.0625
Philippines,840,2000,1,137,171,0.8011695906432749
Philippines,840,2000,3,34,171,0.19883040935672514
Philippines,840,2001,1,120,144,0.8333333333333334
Philippines,840,2001,3,24,144,0.16666666666666666
Philippines,840,2002,1,183,211,0.8672985781990521
Philippines,840,2002,2,1,211,0.004739336492890996
Philippines,840,2002,3,27,211,0.12796208530805686
Philippines,840,2003,1,125,152,0.8223684210526315
Philippines,840,2003,3,27,152,0.17763157894736842
Philippines,840,2004,1,125,136,0.9191176470588235
Philippines,840,2004,3,11,136,0.08088235294117647
Philippines,840,2005,1,114,124,0.9193548387096774
Philippines,840,2005,3,10,124,0.08064516129032258
Philippines,840,2006,1,113,131,0.8625954198473282
Philippines,840,2006,2,5,131,0.03816793893129771
Philippines,840,2006,3,13,131,0.09923664122137404
Philippines,840,2007,1,89,103,0.8640776699029126
Philippines,840,2007,3,14,103,0.13592233009708737
Philippines,840,2008,1,162,182,0.8901098901098901
Philippines,840,2008,3,20,182,0.10989010989010989
Philippines,840,2009,1,130,155,0.8387096774193549
Philippines,840,2009,2,3,155,0.01935483870967742
Philippines,840,2009,3,22,155,0.14193548387096774
Philippines,840,2010,1,96,119,0.8067226890756303
Philippines,840,2010,3,23,119,0.19327731092436976
Philippines,840,2011,1,125,149,0.8389261744966443
Philippines,840,2011,2,7,149,0.04697986577181208
Philippines,840,2011,3,17,149,0.11409395973154363
Philippines,840,2012,1,100,109,0.9174311926605505
Philippines,840,2012,2,2,109,0.01834862385321101
Philippines,840,2012,3,7,109,0.06422018348623854
Philippines,840,2013,1,131,139,0.9424460431654677
Philippines,840,2013,3,8,139,0.05755395683453238
Philippines,840,2014,1,142,149,0.9530201342281879
Philippines,840,2014,3,7,149,0.04697986577181208
Philippines,840,2015,1,164,203,0.8078817733990148
Philippines,840,2015,2,4,203,0.019704433497536946
Philippines,840,2015,3,35,203,0.1724137931034483
Philippines,840,2016,1,127,168,0.7559523809523809
Philippines,840,2016,3,41,168,0.24404761904761904
Philippines,840,2017,1,235,267,0.8801498127340824
Philippines,840,2017,3,32,267,0.1198501872659176
Philippines,840,2018,1,113,123,0.9186991869918699
Philippines,840,2018,3,10,123,0.08130081300813008
Philippines,840,2019,1,110,130,0.8461538461538461
Philippines,840,2019,3,20,130,0.15384615384615385
Philippines,840,2020,1,139,158,0.879746835443038
Philippines,840,2020,3,19,158,0.12025316455696203
Philippines,840,2021,1,126,143,0.8811188811188811
Philippines,840,2021,3,17,143,0.11888111888111888
Philippines,840,2022,1,123,128,0.9609375
Philippines,840,2022,3,5,128,0.0390625
Philippines,840,2023,1,99,117,0.8461538461538461
Philippines,840,2023,3,18,117,0.15384615384615385
Philippines,840,2024,1,73,81,0.9012345679012346
Philippines,840,2024,3,8,81,0.09876543209876543
Indonesia,850,1989,1,5,5,1
Indonesia,850,1990,1,29,46,0.6304347826086957
Indonesia,850,1990,3,17,46,0.3695652173913043
Indonesia,850,1991,1,19,38,0.5
Indonesia,850,1991,3,19,38,0.5
Indonesia,850,1992,1,10,14,0.7142857142857143
Indonesia,850,1992,3,4,14,0.2857142857142857
Indonesia,850,1993,1,4,8,0.5
Indonesia,850,1993,3,4,8,0.5
Indonesia,850,1994,1,4,9,0.4444444444444444
Indonesia,850,1994,3,5,9,0.5555555555555556
Indonesia,850,1995,1,10,21,0.47619047619047616
Indonesia,850,1995,3,11,21,0.5238095238095238
Indonesia,850,1996,1,8,18,0.4444444444444444
Indonesia,850,1996,3,10,18,0.5555555555555556
Indonesia,850,1997,1,14,37,0.3783783783783784
Indonesia,850,1997,2,13,37,0.35135135135135137
Indonesia,850,1997,3,10,37,0.2702702702702703
Indonesia,850,1998,1,12,30,0.4
Indonesia,850,1998,3,18,30,0.6
Indonesia,850,1999,1,74,338,0.21893491124260356
Indonesia,850,1999,2,60,338,0.17751479289940827
Indonesia,850,1999,3,204,338,0.6035502958579881
Indonesia,850,2000,1,108,157,0.6878980891719745
Indonesia,850,2000,2,32,157,0.20382165605095542
Indonesia,850,2000,3,17,157,0.10828025477707007
Indonesia,850,2001,1,48,107,0.4485981308411215
Indonesia,850,2001,2,31,107,0.2897196261682243
Indonesia,850,2001,3,28,107,0.2616822429906542
Indonesia,850,2002,1,207,265,0.7811320754716982
Indonesia,850,2002,2,11,265,0.04150943396226415
Indonesia,850,2002,3,47,265,0.17735849056603772
Indonesia,850,2003,1,191,227,0.8414096916299559
Indonesia,850,2003,3,36,227,0.15859030837004406
Indonesia,850,2004,1,288,359,0.8022284122562674
Indonesia,850,2004,2,12,359,0.033426183844011144
Indonesia,850,2004,3,59,359,0.16434540389972144
Indonesia,850,2005,1,26,33,0.7878787878787878
Indonesia,850,2005,3,7,33,0.21212121212121213
Indonesia,850,2006,1,2,3,0.6666666666666666
Indonesia,850,2006,3,1,3,0.3333333333333333
Indonesia,850,2007,3,1,1,1
Indonesia,850,2008,1,2,3,0.6666666666666666
Indonesia,850,2008,3,1,3,0.3333333333333333
Indonesia,850,2011,2,3,4,0.75
Indonesia,850,2011,3,1,4,0.25
Indonesia,850,2012,3,1,1,1
Indonesia,850,2013,1,6,6,1
Indonesia,850,2014,1,4,4,1
Indonesia,850,2015,3,3,3,1
Indonesia,850,2017,1,2,3,0.6666666666666666
Indonesia,850,2017,3,1,3,0.3333333333333333
Indonesia,850,2018,1,7,11,0.6363636363636364
Indonesia,850,2018,3,4,11,0.36363636363636365
Indonesia,850,2019,1,18,22,0.8181818181818182
Indonesia,850,2019,3,4,22,0.18181818181818182
Indonesia,850,2020,1,17,24,0.7083333333333334
Indonesia,850,2020,3,7,24,0.2916666666666667
Indonesia,850,2021,1,32,42,0.7619047619047619
Indonesia,850,2021,3,10,42,0.23809523809523808
Indonesia,850,2022,1,20,33,0.6060606060606061
Indonesia,850,2022,3,13,33,0.3939393939393939
Indonesia,850,2023,1,26,39,0.6666666666666666
Indonesia,850,2023,3,13,39,0.3333333333333333
Indonesia,850,2024,1,41,61,0.6721311475409836
Indonesia,850,2024,3,20,61,0.32786885245901637
Australia,900,2018,1,1,2,0.5
Australia,900,2018,3,1,2,0.5
Papua New Guinea,910,1989,1,4,6,0.6666666666666666
Papua New Guinea,910,1989,3,2,6,0.3333333333333333
Papua New Guinea,910,1990,1,13,15,0.8666666666666667
Papua New Guinea,910,1990,3,2,15,0.13333333333333333
Papua New Guinea,910,1991,1,2,3,0.6666666666666666
Papua New Guinea,910,1991,3,1,3,0.3333333333333333
Papua New Guinea,910,1992,1,9,16,0.5625
Papua New Guinea,910,1992,3,7,16,0.4375
Papua New Guinea,910,1993,1,12,14,0.8571428571428571
Papua New Guinea,910,1993,3,2,14,0.14285714285714285
Papua New Guinea,910,1994,1,6,6,1
Papua New Guinea,910,1995,1,9,11,0.8181818181818182
Papua New Guinea,910,1995,3,2,11,0.18181818181818182
Papua New Guinea,910,1996,1,19,26,0.7307692307692307
Papua New Guinea,910,1996,3,7,26,0.2692307692307692
Papua New Guinea,910,1997,1,4,4,1
Papua New Guinea,910,1998,2,2,2,1
Papua New Guinea,910,1999,2,2,2,1
Papua New Guinea,910,2000,2,2,2,1
Papua New Guinea,910,2001,2,5,6,0.8333333333333334
Papua New Guinea,910,2001,3,1,6,0.16666666666666666
Papua New Guinea,910,2002,2,3,3,1
Papua New Guinea,910,2012,2,4,4,1
Papua New Guinea,910,2019,2,3,3,1
Papua New Guinea,910,2021,2,4,4,1
Papua New Guinea,910,2022,2,14,16,0.875
Papua New Guinea,910,2022,3,2,16,0.125
Papua New Guinea,910,2023,3,1,1,1
Papua New Guinea,910,2024,2,2,8,0.25
Papua New Guinea,910,2024,3,6,8,0.75
Solomon Islands,940,1992,1,1,1,1
