country,country_id,year,type_of_violence,events_count,total,share
Algeria,615,2000,3,36,252,0.14285714285714285
Algeria,615,2001,1,74,80,0.925
Algeria,615,2001,3,6,80,0.075
Algeria,615,2002,1,137,225,0.6088888888888889
Algeria,615,2002,3,88,225,0.39111111111111113
Algeria,615,2003,1,198,209,0.9473684210526315
Algeria,615,2003,3,11,209,0.05263157894736842
Algeria,615,2004,1,181,219,0.8264840182648402
Algeria,615,2004,3,38,219,0.1735159817351598
Algeria,615,2005,1,68,72,0.9444444444444444
Algeria,615,2005,3,4,72,0.05555555555555555
Algeria,615,2006,1,79,91,0.8681318681318682
Algeria,615,2006,3,12,91,0.13186813186813187
Algeria,615,2007,1,124,128,0.96875
Algeria,615,2007,3,4,128,0.03125
Algeria,615,2008,1,108,111,0.972972972972973
Algeria,615,2008,3,3,111,0.02702702702702703
Algeria,615,2009,1,174,191,0.9109947643979057
Algeria,615,2009,3,17,191,0.08900523560209424
Algeria,615,2010,1,84,92,0.9130434782608695
Algeria,615,2010,3,8,92,0.08695652173913043
Algeria,615,2011,1,114,125,0.912
Algeria,615,2011,3,11,125,0.088
Algeria,615,2012,1,114,124,0.9193548387096774
Algeria,615,2012,3,10,124,0.08064516129032258
Algeria,615,2013,1,65,73,0.8904109589041096
Algeria,615,2013,2,5,73,0.0684931506849315
Algeria,615,2013,3,3,73,0.0410958904109589
Algeria,615,2014,1,43,43,1
Algeria,615,2015,1,46,46,1
Algeria,615,2016,1,27,27,1
Algeria,615,2017,1,26,26,1
Algeria,615,2018,1,9,10,0.9
Algeria,615,2018,3,1,10,0.1
Algeria,615,2019,1,8,9,0.8888888888888888
Algeria,615,2019,3,1,9,0.1111111111111111
Algeria,615,2020,1,17,17,1
Algeria,615,2021,1,6,6,1
Algeria,615,2022,1,3,3,1
Algeria,615,2023,1,1,1,1
Algeria,615,2024,1,1,1,1
Tunisia,616,2002,3,1,1,1
Tunisia,616,2011,1,2,2,1
Tunisia,616,2012,1,2,2,1
Tunisia,616,2013,1,8,8,1
Tunisia,616,2014,1,22,22,1
Tunisia,616,2015,1,23,26,0.8846153846153846
Tunisia,616,2015,3,3,26,0.11538461538461539
Tunisia,616,2016,1,15,15,1
Tunisia,616,2017,1,10,10,1
Tunisia,616,2018,1,12,13,0.9230769230769231
Tunisia,616,2018,3,1,13,0.07692307692307693
Tunisia,616,2019,1,9,9,1
Tunisia,616,2020,1,5,5,1
Tunisia,616,2021,1,9,9,1
Tunisia,616,2022,1,1,1,1
Tunisia,616,2023,1,1,1,1
Libya,620,2008,2,1,1,1
Libya,620,2011,1,228,235,0.9702127659574468
Libya,620,2011,3,7,235,0.029787234042553193
Libya,620,2012,1,1,19,0.05263157894736842
Libya,620,2012,2,18,19,0.9473684210526315
Libya,620,2013,1,15,18,0.8333333333333334
Libya,620,2013,2,3,18,0.16666666666666666
Libya,620,2014,1,26,109,0.23853211009174313
Libya,620,2014,2,83,109,0.7614678899082569
Libya,620,2015,1,28,161,0.17391304347826086
Libya,620,2015,2,111,161,0.6894409937888198
Libya,620,2015,3,22,161,0.13664596273291926
Libya,620,2016,1,111,184,0.6032608695652174
Libya,620,2016,2,67,184,0.3641304347826087
Libya,620,2016,3,6,184,0.03260869565217391
Libya,620,2017,1,18,80,0.225
Libya,620,2017,2,61,80,0.7625
Libya,620,2017,3,1,80,0.0125
Libya,620,2018,1,7,123,0.056910569105691054
Libya,620,2018,2,113,123,0.9186991869918699
Libya,620,2018,3,3,123,0.024390243902439025
Libya,620,2019,1,164,186,0.8817204301075269
Libya,620,2019,2,19,186,0.10215053763440861
Libya,620,2019,3,3,186,0.016129032258064516
Libya,620,2020,1,127,131,0.9694656488549618
Libya,620,2020,2,2,131,0.015267175572519083
Libya,620,2020,3,2,131,0.015267175572519083
Libya,620,2021,1,6,7,0.8571428571428571
Libya,620,2021,2,1,7,0.14285714285714285
Libya,620,2022,1,3,7,0.42857142857142855
Libya,620,2022,2,4,7,0.5714285714285714
Libya,620,2023,1,1,1,1
Libya,620,2024,1,1,1,1
Sudan,625,1989,1,26,33,0.7878787878787878
Sudan,625,1989,2,5,33,0.15151515151515152
Sudan,625,1989,3,2,33,0.06060606060606061
Sudan,625,1990,1,55,63,0.873015873015873
Sudan,625,1990,2,1,63,0.015873015873015872
Sudan,625,1990,3,7,63,0.1111111111111111
Sudan,625,1991,1,19,30,0.6333333333333333
Sudan,625,1991,2,2,30,0.06666666666666667
Sudan,625,1991,3,9,30,0.3
Sudan,625,1992,1,12,57,0.21052631578947367
Sudan,625,1992,2,5,57,0.08771929824561403
Sudan,625,1992,3,40,57,0.7017543859649122
Sudan,625,1993,1,14,78,0.1794871794871795
Sudan,625,1993,2,21,78,0.2692307692307692
Sudan,625,1993,3,43,78,0.5512820512820513
Sudan,625,1994,1,8,19,0.42105263157894735
Sudan,625,1994,2,2,19,0.10526315789473684
Sudan,625,1994,3,9,19,0.47368421052631576
Sudan,625,1995,1,17,43,0.3953488372093023
Sudan,625,1995,2,3,43,0.06976744186046512
Sudan,625,1995,3,23,43,0.5348837209302325
Sudan,625,1996,1,21,54,0.3888888888888889
Sudan,625,1996,2,12,54,0.2222222222222222
Sudan,625,1996,3,21,54,0.3888888888888889
Sudan,625,1997,1,61,90,0.6777777777777778
Sudan,625,1997,2,12,90,0.13333333333333333
Sudan,625,1997,3,17,90,0.18888888888888888
Sudan,625,1998,1,99,126,0.7857142857142857
Sudan,625,1998,2,10,126,0.07936507936507936
Sudan,625,1998,3,17,126,0.1349206349206349
Sudan,625,1999,1,42,64,0.65625
Sudan,625,1999,2,12,64,0.1875
Sudan,625,1999,3,10,64,0.15625
Sudan,625,2000,1,55,71,0.7746478873239436
Sudan,625,2000,2,4,71,0.056338028169014086
Sudan,625,2000,3,12,71,0.16901408450704225
Sudan,625,2001,1,60,74,0.8108108108108109
Sudan,625,2001,2,1,74,0.013513513513513514
Sudan,625,2001,3,13,74,0.17567567567567569
Sudan,625,2002,1,34,54,0.6296296296296297
Sudan,625,2002,2,3,54,0.05555555555555555
Sudan,625,2002,3,17,54,0.3148148148148148
Sudan,625,2003,1,24,103,0.23300970873786409
Sudan,625,2003,2,1,103,0.009708737864077669
Sudan,625,2003,3,78,103,0.7572815533980582
Sudan,625,2004,1,65,224,0.29017857142857145
Sudan,625,2004,2,8,224,0.03571428571428571
Sudan,625,2004,3,151,224,0.6741071428571429
Sudan,625,2005,1,17,87,0.19540229885057472
Sudan,625,2005,2,11,87,0.12643678160919541
Sudan,625,2005,3,59,87,0.6781609195402298
Sudan,625,2006,1,41,109,0.3761467889908257
Sudan,625,2006,2,10,109,0.09174311926605505
Sudan,625,2006,3,58,109,0.5321100917431193
Sudan,625,2007,1,18,71,0.2535211267605634
Sudan,625,2007,2,23,71,0.323943661971831
Sudan,625,2007,3,30,71,0.4225352112676056
Sudan,625,2008,1,47,98,0.47959183673469385
Sudan,625,2008,2,6,98,0.061224489795918366
Sudan,625,2008,3,45,98,0.45918367346938777
Sudan,625,2009,1,34,125,0.272
Sudan,625,2009,2,40,125,0.32
Sudan,625,2009,3,51,125,0.408
Sudan,625,2010,1,48,94,0.5106382978723404
Sudan,625,2010,2,22,94,0.23404255319148937
Sudan,625,2010,3,24,94,0.2553191489361702
Sudan,625,2011,1,101,165,0.6121212121212121
Sudan,625,2011,2,28,165,0.1696969696969697
Sudan,625,2011,3,36,165,0.21818181818181817
Sudan,625,2012,1,100,115,0.8695652173913043
Sudan,625,2012,2,2,115,0.017391304347826087
Sudan,625,2012,3,13,115,0.11304347826086956
Sudan,625,2013,1,93,141,0.6595744680851063
Sudan,625,2013,2,40,141,0.28368794326241137
Sudan,625,2013,3,8,141,0.05673758865248227
Sudan,625,2014,1,82,160,0.5125
Sudan,625,2014,2,37,160,0.23125
Sudan,625,2014,3,41,160,0.25625
Sudan,625,2015,1,110,365,0.3013698630136986
Sudan,625,2015,2,39,365,0.10684931506849316
Sudan,625,2015,3,216,365,0.5917808219178082
Sudan,625,2016,1,127,250,0.508
Sudan,625,2016,2,22,250,0.088
Sudan,625,2016,3,101,250,0.404
Sudan,625,2017,1,19,63,0.30158730158730157
Sudan,625,2017,2,24,63,0.38095238095238093
Sudan,625,2017,3,20,63,0.31746031746031744
Sudan,625,2018,1,49,101,0.48514851485148514
Sudan,625,2018,2,21,101,0.2079207920792079
Sudan,625,2018,3,31,101,0.3069306930693069
Sudan,625,2019,1,9,92,0.09782608695652174
Sudan,625,2019,2,10,92,0.10869565217391304
Sudan,625,2019,3,73,92,0.7934782608695652
Sudan,625,2020,1,5,70,0.07142857142857142
Sudan,625,2020,2,35,70,0.5
Sudan,625,2020,3,30,70,0.42857142857142855
Sudan,625,2021,1,5,77,0.06493506493506493
Sudan,625,2021,2,29,77,0.37662337662337664
Sudan,625,2021,3,43,77,0.5584415584415584
Sudan,625,2022,1,12,110,0.10909090909090909
Sudan,625,2022,2,41,110,0.37272727272727274
Sudan,625,2022,3,57,110,0.5181818181818182
Sudan,625,2023,1,280,375,0.7466666666666667
Sudan,625,2023,2,29,375,0.07733333333333334
Sudan,625,2023,3,66,375,0.176
Sudan,625,2024,1,468,705,0.6638297872340425
Sudan,625,2024,2,9,705,0.01276595744680851
Sudan,625,2024,3,228,705,0.32340425531914896
South Sudan,626,2011,1,13,31,0.41935483870967744
South Sudan,626,2011,2,18,31,0.5806451612903226
South Sudan,626,2012,1,17,59,0.288135593220339
South Sudan,626,2012,2,25,59,0.423728813559322
South Sudan,626,2012,3,17,59,0.288135593220339
South Sudan,626,2013,1,39,99,0.3939393939393939
South Sudan,626,2013,2,10,99,0.10101010101010101
South Sudan,626,2013,3,50,99,0.5050505050505051
South Sudan,626,2014,1,64,125,0.512
South Sudan,626,2014,2,3,125,0.024
South Sudan,626,2014,3,58,125,0.464
South Sudan,626,2015,1,34,99,0.3434343434343434
South Sudan,626,2015,2,8,99,0.08080808080808081
South Sudan,626,2015,3,57,99,0.5757575757575758
South Sudan,626,2016,1,29,69,0.42028985507246375
South Sudan,626,2016,2,9,69,0.13043478260869565
South Sudan,626,2016,3,31,69,0.4492753623188406
South Sudan,626,2017,1,52,116,0.4482758620689655
South Sudan,626,2017,2,13,116,0.11206896551724138
South Sudan,626,2017,3,51,116,0.4396551724137931
South Sudan,626,2018,1,82,157,0.5222929936305732
South Sudan,626,2018,2,24,157,0.15286624203821655
South Sudan,626,2018,3,51,157,0.3248407643312102
South Sudan,626,2019,1,23,68,0.3382352941176471
South Sudan,626,2019,2,27,68,0.39705882352941174
South Sudan,626,2019,3,18,68,0.2647058823529412
South Sudan,626,2020,1,17,63,0.2698412698412698
South Sudan,626,2020,2,29,63,0.4603174603174603
South Sudan,626,2020,3,17,63,0.2698412698412698
South Sudan,626,2021,1,14,55,0.2545454545454545
South Sudan,626,2021,2,35,55,0.6363636363636364
South Sudan,626,2021,3,6,55,0.10909090909090909
South Sudan,626,2022,1,4,35,0.11428571428571428
South Sudan,626,2022,2,19,35,0.5428571428571428
South Sudan,626,2022,3,12,35,0.34285714285714286
South Sudan,626,2023,1,2,10,0.2
South Sudan,626,2023,2,5,10,0.5
South Sudan,626,2023,3,3,10,0.3
South Sudan,626,2024,1,4,15,0.26666666666666666
South Sudan,626,2024,2,10,15,0.6666666666666666
South Sudan,626,2024,3,1,15,0.06666666666666667
Iran,630,1990,1,14,14,1
Iran,630,1991,1,3,3,1
Iran,630,1992,1,2,2,1
Iran,630,1993,1,17,17,1
Iran,630,1994,1,2,2,1
Iran,630,1995,1,3,3,1
Iran,630,1996,1,4,4,1
Iran,630,1997,1,13,13,1
Iran,630,1998,1,5,5,1
Iran,630,1999,1,6,6,1
Iran,630,2000,1,18,21,0.8571428571428571
Iran,630,2000,3,3,21,0.14285714285714285
Iran,630,2001,1,14,14,1
Iran,630,2003,1,1,1,1
Iran,630,2005,1,8,15,0.5333333333333333
Iran,630,2005,3,7,15,0.4666666666666667
Iran,630,2006,1,20,21,0.9523809523809523
Iran,630,2006,3,1,21,0.047619047619047616
Iran,630,2007,1,21,21,1
Iran,630,2008,1,19,20,0.95
Iran,630,2008,3,1,20,0.05
Iran,630,2009,1,13,32,0.40625
Iran,630,2009,3,19,32,0.59375
Iran,630,2010,1,11,12,0.9166666666666666
Iran,630,2010,3,1,12,0.08333333333333333
Iran,630,2011,1,14,14,1
Iran,630,2012,1,5,5,1
Iran,630,2013,1,4,4,1
Iran,630,2014,1,2,2,1
Iran,630,2015,1,8,8,1
Iran,630,2016,1,25,25,1
Iran,630,2017,1,12,12,1
Iran,630,2018,1,17,18,0.9444444444444444
Iran,630,2018,3,1,18,0.05555555555555555
Iran,630,2019,1,14,89,0.15730337078651685
Iran,630,2019,3,75,89,0.8426966292134831
Iran,630,2020,1,19,26,0.7307692307692307
Iran,630,2020,3,7,26,0.2692307692307692
Iran,630,2021,1,16,34,0.47058823529411764
Iran,630,2021,3,18,34,0.5294117647058824
Iran,630,2022,1,3,158,0.0189873417721519
Iran,630,2022,3,155,158,0.9810126582278481
Iran,630,2023,1,10,13,0.7692307692307693
Iran,630,2023,3,3,13,0.23076923076923078
Iran,630,2024,1,31,33,0.9393939393939394
Iran,630,2024,3,2,33,0.06060606060606061
Turkey,640,1989,1,163,201,0.8109452736318408
Turkey,640,1989,3,38,201,0.1890547263681592
Turkey,640,1990,1,187,223,0.8385650224215246
Turkey,640,1990,3,36,223,0.16143497757847533
Turkey,640,1991,1,140,158,0.8860759493670886
Turkey,640,1991,3,18,158,0.11392405063291139
Turkey,640,1992,1,285,341,0.8357771260997068
Turkey,640,1992,3,56,341,0.16422287390029325
Turkey,640,1993,1,397,500,0.794
Turkey,640,1993,3,103,500,0.206
Turkey,640,1994,1,589,638,0.9231974921630094
Turkey,640,1994,3,49,638,0.0768025078369906
Turkey,640,1995,1,798,816,0.9779411764705882
Turkey,640,1995,3,18,816,0.022058823529411766
Turkey,640,1996,1,637,647,0.9845440494590417
Turkey,640,1996,3,10,647,0.015455950540958269
Turkey,640,1997,1,492,498,0.9879518072289156
Turkey,640,1997,3,6,498,0.012048192771084338
Turkey,640,1998,1,320,328,0.975609756097561
Turkey,640,1998,3,8,328,0.024390243902439025
Turkey,640,1999,1,257,267,0.9625468164794008
Turkey,640,1999,3,10,267,0.03745318352059925
Turkey,640,2000,1,33,33,1
Turkey,640,2001,1,33,33,1
Turkey,640,2002,1,21,21,1
Turkey,640,2003,1,39,43,0.9069767441860465
Turkey,640,2003,3,4,43,0.09302325581395349
Turkey,640,2004,1,123,124,0.9919354838709677
Turkey,640,2004,3,1,124,0.008064516129032258
Turkey,640,2005,1,114,114,1
Turkey,640,2006,1,92,92,1
Turkey,640,2007,1,132,137,0.9635036496350365
Turkey,640,2007,3,5,137,0.0364963503649635
Turkey,640,2008,1,124,129,0.9612403100775194
Turkey,640,2008,3,5,129,0.03875968992248062
Turkey,640,2009,1,47,47,1
Turkey,640,2010,1,78,78,1
Turkey,640,2011,1,114,114,1
Turkey,640,2012,1,140,141,0.9929078014184397
Turkey,640,2012,3,1,141,0.0070921985815602835
Turkey,640,2013,1,5,9,0.5555555555555556
Turkey,640,2013,2,3,9,0.3333333333333333
Turkey,640,2013,3,1,9,0.1111111111111111
Turkey,640,2014,1,8,8,1
Turkey,640,2015,1,224,232,0.9655172413793104
Turkey,640,2015,3,8,232,0.034482758620689655
Turkey,640,2016,1,228,234,0.9743589743589743
Turkey,640,2016,3,6,234,0.02564102564102564
Turkey,640,2017,1,59,65,0.9076923076923077
Turkey,640,2017,3,6,65,0.09230769230769231
Turkey,640,2018,1,176,181,0.9723756906077348
Turkey,640,2018,2,5,181,0.027624309392265192
Turkey,640,2019,1,135,144,0.9375
Turkey,640,2019,2,7,144,0.04861111111111111
Turkey,640,2019,3,2,144,0.013888888888888888
Turkey,640,2020,1,112,116,0.9655172413793104
Turkey,640,2020,3,4,116,0.034482758620689655
Turkey,640,2021,1,80,82,0.975609756097561
Turkey,640,2021,2,2,82,0.024390243902439025
Turkey,640,2022,1,61,65,0.9384615384615385
Turkey,640,2022,2,2,65,0.03076923076923077
Turkey,640,2022,3,2,65,0.03076923076923077
Turkey,640,2023,1,56,58,0.9655172413793104
Turkey,640,2023,3,2,58,0.034482758620689655
Turkey,640,2024,1,25,28,0.8928571428571429
Turkey,640,2024,3,3,28,0.10714285714285714
Iraq,645,1989,1,2,2,1
Iraq,645,1990,1,2,6,0.3333333333333333
Iraq,645,1990,3,4,6,0.6666666666666666
Iraq,645,1991,1,82,101,0.8118811881188119
Iraq,645,1991,3,19,101,0.18811881188118812
Iraq,645,1992,1,34,53,0.6415094339622641
Iraq,645,1992,2,7,53,0.1320754716981132
Iraq,645,1992,3,12,53,0.22641509433962265
Iraq,645,1993,1,29,41,0.7073170731707317
Iraq,645,1993,2,8,41,0.1951219512195122
Iraq,645,1993,3,4,41,0.0975609756097561
Iraq,645,1994,1,16,38,0.42105263157894735
Iraq,645,1994,2,17,38,0.4473684210526316
Iraq,645,1994,3,5,38,0.13157894736842105
Iraq,645,1995,1,51,86,0.5930232558139535
Iraq,645,1995,2,31,86,0.36046511627906974
Iraq,645,1995,3,4,86,0.046511627906976744
Iraq,645,1996,1,48,66,0.7272727272727273
Iraq,645,1996,2,10,66,0.15151515151515152
Iraq,645,1996,3,8,66,0.12121212121212122
Iraq,645,1997,1,48,71,0.676056338028169
Iraq,645,1997,2,22,71,0.30985915492957744
Iraq,645,1997,3,1,71,0.014084507042253521
Iraq,645,1998,1,14,17,0.8235294117647058
Iraq,645,1998,2,1,17,0.058823529411764705
Iraq,645,1998,3,2,17,0.11764705882352941
Iraq,645,1999,1,8,18,0.4444444444444444
Iraq,645,1999,3,10,18,0.5555555555555556
Iraq,645,2000,1,2,11,0.18181818181818182
Iraq,645,2000,2,6,11,0.5454545454545454
Iraq,645,2000,3,3,11,0.2727272727272727
Iraq,645,2001,1,13,14,0.9285714285714286
Iraq,645,2001,2,1,14,0.07142857142857142
Iraq,645,2002,1,2,6,0.3333333333333333
Iraq,645,2002,2,4,6,0.6666666666666666
Iraq,645,2003,1,97,106,0.9150943396226415
Iraq,645,2003,2,7,106,0.0660377358490566
Iraq,645,2003,3,2,106,0.018867924528301886
Iraq,645,2004,1,285,344,0.8284883720930233
Iraq,645,2004,2,11,344,0.03197674418604651
Iraq,645,2004,3,48,344,0.13953488372093023
Iraq,645,2005,1,414,505,0.8198019801980198
Iraq,645,2005,2,1,505,0.0019801980198019802
Iraq,645,2005,3,90,505,0.1782178217821782
Iraq,645,2006,1,448,534,0.8389513108614233
Iraq,645,2006,2,1,534,0.0018726591760299626
Iraq,645,2006,3,85,534,0.15917602996254682
Iraq,645,2007,1,339,451,0.7516629711751663
Iraq,645,2007,2,9,451,0.019955654101995565
Iraq,645,2007,3,103,451,0.22838137472283815
Iraq,645,2008,1,325,403,0.8064516129032258
Iraq,645,2008,3,78,403,0.1935483870967742
Iraq,645,2009,1,218,355,0.6140845070422535
Iraq,645,2009,3,137,355,0.38591549295774646
Iraq,645,2010,1,251,367,0.6839237057220708
Iraq,645,2010,3,116,367,0.31607629427792916
Iraq,645,2011,1,160,192,0.8333333333333334
Iraq,645,2011,3,32,192,0.16666666666666666
Iraq,645,2012,1,148,258,0.5736434108527132
Iraq,645,2012,3,110,258,0.4263565891472868
Iraq,645,2013,1,330,503,0.6560636182902585
Iraq,645,2013,2,3,503,0.005964214711729622
Iraq,645,2013,3,170,503,0.3379721669980119
Iraq,645,2014,1,657,796,0.8253768844221105
Iraq,645,2014,2,6,796,0.007537688442211055
Iraq,645,2014,3,133,796,0.1670854271356784
Iraq,645,2015,1,567,687,0.8253275109170306
Iraq,645,2015,2,1,687,0.001455604075691412
Iraq,645,2015,3,119,687,0.17321688500727803
Iraq,645,2016,1,563,726,0.7754820936639119
Iraq,645,2016,3,163,726,0.22451790633608815
Iraq,645,2017,1,548,609,0.8998357963875205
Iraq,645,2017,3,61,609,0.10016420361247948
Iraq,645,2018,1,225,268,0.8395522388059702
Iraq,645,2018,3,43,268,0.16044776119402984
Iraq,645,2019,1,250,281,0.8896797153024911
Iraq,645,2019,3,31,281,0.1103202846975089
Iraq,645,2020,1,250,276,0.9057971014492754
Iraq,645,2020,3,26,276,0.09420289855072464
Iraq,645,2021,1,311,366,0.8497267759562842
Iraq,645,2021,3,55,366,0.15027322404371585
Iraq,645,2022,1,367,371,0.9892183288409704
Iraq,645,2022,3,4,371,0.01078167115902965
Iraq,645,2023,1,238,242,0.9834710743801653
Iraq,645,2023,3,4,242,0.01652892561983471
Iraq,645,2024,1,265,268,0.9888059701492538
Iraq,645,2024,3,3,268,0.011194029850746268
Egypt,651,1990,3,2,2,1
Egypt,651,1992,1,3,5,0.6
Egypt,651,1992,3,2,5,0.4
Egypt,651,1993,1,38,43,0.8837209302325582
Egypt,651,1993,3,5,43,0.11627906976744186
Egypt,651,1994,1,58,76,0.7631578947368421
Egypt,651,1994,3,18,76,0.23684210526315788
Egypt,651,1995,1,76,118,0.6440677966101694
Egypt,651,1995,2,1,118,0.00847457627118644
Egypt,651,1995,3,41,118,0.3474576271186441
Egypt,651,1996,1,46,75,0.6133333333333333
Egypt,651,1996,3,29,75,0.38666666666666666
Egypt,651,1997,1,24,34,0.7058823529411765
Egypt,651,1997,3,10,34,0.29411764705882354
Egypt,651,1998,1,9,10,0.9
Egypt,651,1998,3,1,10,0.1
Egypt,651,1999,1,2,2,1
Egypt,651,2000,1,3,4,0.75
Egypt,651,2000,2,1,4,0.25
Egypt,651,2004,2,1,3,0.3333333333333333
Egypt,651,2004,3,2,3,0.6666666666666666
Egypt,651,2005,3,4,4,1
Egypt,651,2006,2,2,2,1
Egypt,651,2008,2,2,2,1
Egypt,651,2009,2,2,2,1
Egypt,651,2010,1,1,1,1
Egypt,651,2011,2,4,4,1
Egypt,651,2012,2,2,2,1
Egypt,651,2013,2,45,46,0.9782608695652174
Egypt,651,2013,3,1,46,0.021739130434782608
Egypt,651,2014,1,31,45,0.6888888888888889
Egypt,651,2014,2,14,45,0.3111111111111111
Egypt,651,2015,1,59,60,0.9833333333333333
Egypt,651,2015,3,1,60,0.016666666666666666
Egypt,651,2016,1,34,40,0.85
Egypt,651,2016,2,1,40,0.025
Egypt,651,2016,3,5,40,0.125
Egypt,651,2017,1,93,111,0.8378378378378378
Egypt,651,2017,3,18,111,0.16216216216216217
Egypt,651,2018,1,81,86,0.9418604651162791
Egypt,651,2018,3,5,86,0.05813953488372093
Egypt,651,2019,1,113,120,0.9416666666666667
Egypt,651,2019,3,7,120,0.058333333333333334
Egypt,651,2020,1,112,124,0.9032258064516129
Egypt,651,2020,3,12,124,0.0967741935483871
Egypt,651,2021,1,57,64,0.890625
Egypt,651,2021,3,7,64,0.109375
Egypt,651,2022,1,65,68,0.9558823529411765
Egypt,651,2022,3,3,68,0.04411764705882353
Egypt,651,2023,1,1,4,0.25
Egypt,651,2023,3,3,4,0.75
Syria,652,2004,1,1,3,0.3333333333333333
Syria,652,2004,3,2,3,0.6666666666666666
Syria,652,2008,1,1,1,1
Syria,652,2011,1,244,954,0.2557651991614256
Syria,652,2011,2,1,954,0.0010482180293501049
Syria,652,2011,3,709,954,0.7431865828092243
Syria,652,2012,1,11113,11825,0.9397885835095138
Syria,652,2012,2,12,11825,0.001014799154334038
Syria,652,2012,3,700,11825,0.05919661733615222
Syria,652,2013,1,17855,18649,0.9574239905624966
Syria,652,2013,2,256,18649,0.013727277602016193
Syria,652,2013,3,538,18649,0.028848731835487158
Syria,652,2014,1,14249,16696,0.8534379492093914
Syria,652,2014,2,1880,16696,0.1126018207954001
Syria,652,2014,3,567,16696,0.03396022999520843
Syria,652,2015,1,9766,11382,0.8580214373572307
Syria,652,2015,2,1095,11382,0.09620453347390617
Syria,652,2015,3,521,11382,0.04577402916886312
Syria,652,2016,1,7618,9472,0.8042652027027027
Syria,652,2016,2,1575,9472,0.1662795608108108
Syria,652,2016,3,279,9472,0.029455236486486486
Syria,652,2017,1,5591,8071,0.6927270474538471
Syria,652,2017,2,2257,8071,0.27964316689381735
Syria,652,2017,3,223,8071,0.027629785652335523
Syria,652,2018,1,2250,3557,0.6325555243182457
Syria,652,2018,2,1205,3557,0.3387686252459938
Syria,652,2018,3,102,3557,0.028675850435760472
Syria,652,2019,1,1605,2382,0.6738035264483627
Syria,652,2019,2,691,2382,0.29009235936188077
Syria,652,2019,3,86,2382,0.03610411418975651
Syria,652,2020,1,797,1140,0.6991228070175438
Syria,652,2020,2,283,1140,0.24824561403508771
Syria,652,2020,3,60,1140,0.05263157894736842
Syria,652,2021,1,570,823,0.692588092345079
Syria,652,2021,2,183,823,0.22235722964763063
Syria,652,2021,3,70,823,0.0850546780072904
Syria,652,2022,1,559,793,0.7049180327868853
Syria,652,2022,2,179,793,0.2257250945775536
Syria,652,2022,3,55,793,0.06935687263556116
Syria,652,2023,1,751,1006,0.7465208747514911
Syria,652,2023,2,213,1006,0.2117296222664016
Syria,652,2023,3,42,1006,0.041749502982107355
Syria,652,2024,1,787,1107,0.7109304426377597
Syria,652,2024,2,262,1107,0.23667570009033423
Syria,652,2024,3,58,1107,0.052393857271906055
Lebanon,660,1989,1,159,210,0.7571428571428571
Lebanon,660,1989,2,51,210,0.24285714285714285
Lebanon,660,1990,1,18,89,0.20224719101123595
Lebanon,660,1990,2,71,89,0.797752808988764
Lebanon,660,1991,1,17,29,0.5862068965517241
Lebanon,660,1991,2,12,29,0.41379310344827586
Lebanon,660,1992,1,34,54,0.6296296296296297
Lebanon,660,1992,2,20,54,0.37037037037037035
Lebanon,660,1993,1,59,80,0.7375
Lebanon,660,1993,2,19,80,0.2375
Lebanon,660,1993,3,2,80,0.025
Lebanon,660,1994,1,37,59,0.6271186440677966
Lebanon,660,1994,2,21,59,0.3559322033898305
Lebanon,660,1994,3,1,59,0.01694915254237288
Lebanon,660,1995,1,46,72,0.6388888888888888
Lebanon,660,1995,2,26,72,0.3611111111111111
Lebanon,660,1996,1,39,58,0.6724137931034483
Lebanon,660,1996,2,16,58,0.27586206896551724
Lebanon,660,1996,3,3,58,0.05172413793103448
Lebanon,660,1997,1,49,63,0.7777777777777778
Lebanon,660,1997,2,13,63,0.20634920634920634
Lebanon,660,1997,3,1,63,0.015873015873015872
Lebanon,660,1998,1,34,51,0.6666666666666666
Lebanon,660,1998,2,16,51,0.3137254901960784
Lebanon,660,1998,3,1,51,0.0196078431372549
Lebanon,660,1999,1,25,41,0.6097560975609756
Lebanon,660,1999,2,16,41,0.3902439024390244
Lebanon,660,2000,1,14,33,0.42424242424242425
Lebanon,660,2000,2,18,33,0.5454545454545454
Lebanon,660,2000,3,1,33,0.030303030303030304
Lebanon,660,2001,1,3,3,1
Lebanon,660,2002,1,1,1,1
Lebanon,660,2003,1,1,1,1
Lebanon,660,2005,1,3,3,1
Lebanon,660,2006,1,244,246,0.991869918699187
Lebanon,660,2006,3,2,246,0.008130081300813009
Lebanon,660,2008,2,5,5,1
Lebanon,660,2011,3,2,2,1
Lebanon,660,2012,2,5,6,0.8333333333333334
Lebanon,660,2012,3,1,6,0.16666666666666666
Lebanon,660,2013,1,2,28,0.07142857142857142
Lebanon,660,2013,2,25,28,0.8928571428571429
Lebanon,660,2013,3,1,28,0.03571428571428571
Lebanon,660,2014,1,14,41,0.34146341463414637
Lebanon,660,2014,2,27,41,0.6585365853658537
Lebanon,660,2015,1,12,19,0.631578947368421
Lebanon,660,2015,2,7,19,0.3684210526315789
Lebanon,660,2016,1,7,13,0.5384615384615384
Lebanon,660,2016,2,5,13,0.38461538461538464
Lebanon,660,2016,3,1,13,0.07692307692307693
Lebanon,660,2017,1,15,20,0.75
Lebanon,660,2017,2,5,20,0.25
Lebanon,660,2018,1,1,1,1
Lebanon,660,2020,1,4,4,1
Lebanon,660,2023,1,39,39,1
